"","no.","block","accuracy","image","Valence.ratings","arousal.ratings","verifications","description","Order","SentimentScore"
"1689",436,"Animal5",0.133379638195038,"Bear.2","Moderately Negative","Somewhat High","Tell the truth ","Close up of a brown bear that looks. Blurry brown wall in the background","23",0
"1690",437,"Animal5",0.108810804784298,"Bear.2","Somewhat Positive","Somewhat High","Lie","This is a photo of what appears to be a black grizzly bear standing infront of a woodland scene, the bear is facing away from the camera, looking into the distance. ","1",-0.0468915725423792
"1691",438,"Animal5",0.0836518853902817,"Bear.2","Somewhat Positive","Somewhat High","Lie","A silver colour wild bear with big eyes and long nose.","16",0.00471459841724196
"1692",439,"Animal5",0.120127700269222,"Bear.2","Moderately Positive","Very High","Tell the truth ","A strangely sad-looking brown bear. ( don't really know what else to say) ","13",0.0165733744501118
"1693",440,"Animal5",0.106792725622654,"Bear.2","Somewhat Positive","Moderately High","Tell the truth ","There is a brown bear with brown eyes looking towards the camera with big ears","27",0
"1694",441,"Animal5",0.0319425202906132,"Bear.2","Somewhat Negative","Neither low nor High","Lie","There is a cat hiding under the bed, looking scared as if someone came in to the room.","34",0
"1695",442,"Animal5",0.138041809201241,"Bear.2","Somewhat Negative","Somewhat High","Tell the truth ","A close up of a brown bear, only showing their head. The bear seems to look sad, but this cannot be confirmed. The bear has fur has varying shades of brown and white and deep brown eyes.","32",-0.00628268177183059
"1696",443,"Animal5",0.131637439131737,"Bear.2","Somewhat Positive","Somewhat High","Tell the truth ","A picture of a sad looking brown bear. He is fluffy and you can only see his face and part of his body.","14",-0.0482985441438837
"1697",444,"Animal5",0.127519175410271,"Bear.2","Moderately Negative","Moderately High","Tell the truth ","The image is of a brown bear. The bear looks sad. It has light brown fur and a black nose. ","11",-0.0227664256203597
"1698",445,"Animal5",0.0119274612516165,"Bear.2","Somewhat Negative","Very Low","Lie","There's a flower standing up tall in a large vase by itself. The flower is a dark shade or red, crimson looking with the sun glaring in the background directly behind the vase. The rest of the room is engulfed in shade making it hard to see the true colour of the vase. It's perhaps a blue but there aren't any patterns.","4",-0.00890343513044151
"1699",446,"Animal5",0.0858279466629028,"Bear.2","Neutral","Somewhat Low","Lie","The image shows the face of a polar bear. Its fur is white, has small ears and a long snout. The bear is holding a small fish in its mouth. The background is blurred and white. ","18",-0.0373637924717577
"1700",447,"Animal5",0.0834221467375755,"Bear.2","Neutral","Somewhat Low","Tell the truth ","There is a brown bear staring at something unknown. ","16",-0.0207793064494185
"1701",448,"Animal5",0.034628588706255,"Bear.2","Neutral","Neither low nor High","Lie","a happy dog","34",0.145339196885589
"1702",449,"Animal5",0.115539580583572,"Bear.2","Very Positive","Very High","Tell the truth ","A sad looking grizzly bear. ","14",-0.115909211527235
"1703",450,"Animal5",0.0445076711475849,"Bear.2","Somewhat Negative","Somewhat High","Lie","There is a mouse poking its head out of a hole in the skirting board of a wall in a house, the carpet is brown and the wall is white. The mouse is small and pale brown with short whiskers and beady black eyes.","29",-0.0318414166258086
"1704",451,"Animal5",0.0990382805466652,"Bear.2","Somewhat Negative","Moderately Low","Tell the truth ","There is a brown bear. It has two ears and two eyes and a black nose. The mouth looks straight.","15",0.00501462599247806
"1705",452,"Animal5",0.108160175383091,"Bear.2","Moderately Negative","Very Low","Tell the truth ","There is a brown bear with a black nose. It has brown/red eyes","19",-0.0588124094183873
"1706",453,"Animal5",0.0519383959472179,"Bear.2","Neutral","Neither low nor High","Lie","A polar bear with its family on a snowy embankment ","19",-0.0160921184379917
"1707",454,"Animal5",0.0690107792615891,"Bear.2","Somewhat Negative","Moderately High","Lie","This picture shows a sad-looking lion against a background of rocks.","2",0
"1708",455,"Animal5",0.0509016923606396,"Bear.2","Neutral","Neither low nor High","Lie","There is a koala.","12",0
"1709",456,"Animal5",0.12054055929184,"Bear.2","Neutral","Neither low nor High","Tell the truth ","There is a brown bear that looks sad. It has a black nose and black bags underneath the eyes. ","3",-0.0720123861304144
"1710",457,"Animal5",0.142673641443253,"Bear.2","Moderately Negative","Very High","Tell the truth ","Adult brown bear looking sadly at the camera. Eyes are dark and nose is black. Fur looks soft to the touch and large, cute round eyes.","26",-0.00302050109240392
"1711",458,"Animal5",0.0588775686919689,"Bear.2","Somewhat Positive","Neither low nor High","Lie","My teddy bear that my grandad got me fro my 6th birthday ","12",0
"1712",459,"Animal5",0.0981041491031647,"Bear.2","Neutral","Neither low nor High","Tell the truth ","a brown bear","23",0
"1713",460,"Animal5",0.0195057466626167,"Bear.2","Somewhat Negative","Neither low nor High","Lie","Here is a picture of a woman surfing. Her blonde hair is in a bun on top of her head, the sun is bright, the sea is rough and turquoise, the woman is wearing a black bikini and is alone on the sea.","6",0.0331572750210261
"1714",461,"Animal5",0.102000042796135,"Bear.2","Moderately Negative","Very Low","Tell the truth ","A very large brown bear","6",0.0626159554730983
"1715",462,"Animal5",0.0476211607456207,"Bear.2","Somewhat Negative","Somewhat High","Lie","a pizza covered in pineapple and olives","12",0
"1716",463,"Animal5",0.0220369547605515,"Bear.2","Somewhat Positive","Somewhat Low","Lie","A dragon breathing fire at a donkey,","19",0
"1717",464,"Animal5",0.016268840059638,"Bear.2","Moderately Negative","Somewhat High","Lie","This is an image of a rose. It is in a vase which is white and has been photographed in a dark studio with wooden flooring. The rose has just bloomed and is bright pink, with many thorns running up and down its stem.","7",0.0508632405763981
"1718",465,"Animal5",0.103221073746681,"Bear.2","Somewhat Negative","Somewhat Low","Lie","A bear with brown fur, surrounded by trees, holding a medium sizes fish behind the lake and his vision focused on the fish. ","12",-0.0880949467759697
"1719",466,"Animal5",0.0763009339570999,"Bear.2","Somewhat Negative","Somewhat High","Tell the truth ","There is a bear, visibly tired and worn out. ","9",-0.108433734939759
"1720",467,"Animal5",0.0494308546185493,"Bear.2","Somewhat Negative","Somewhat High","Lie","winnie the pooh","22",0
"1721",468,"Animal5",0.0812019631266594,"Bear.2","Neutral","Neither low nor High","Tell the truth ","There is a brown bear.","20",0
"1722",469,"Animal5",0.105228021740913,"Bear.2","Somewhat Positive","Somewhat High","Tell the truth ","There is a bear. He appears to have a sad look in his eyes. The background is unclear. The bear is a brown colour. ","5",-0.103943331635494
"1723",470,"Animal5",0.117133043706417,"Bear.2","Moderately Positive","Somewhat Low","Tell the truth ","A beautiful brown bear with hazel eyes and a black nose, staring into the distance","12",0.0578178948958864
"1724",471,"Animal5",0.0900364518165588,"Bear.2","Neutral","Neither low nor High","Tell the truth ","some sort of bear. it is brown and large with black lips and nose","32",0.00777584821544283
"1725",472,"Animal5",0.103985890746117,"Bear.2","Somewhat Positive","Moderately High","Tell the truth ","The image shows a brown bear in full focus of the camera ","22",0.126524171567924
"1726",473,"Animal5",0.0630709528923035,"Bear.2","Somewhat Positive","Moderately Low","Tell the truth ","I see a brown bear.","28",0
"1727",474,"Animal5",0.129272535443306,"Bear.2","Somewhat Negative","Neither low nor High","Tell the truth ","a brown bear. he has sad eyes who are looking past the camera. He is really fluffy and has a massive black nose","35",-0.0678247979898407
"1728",475,"Animal5",0.0778712332248688,"Bear.2","Somewhat Positive","Moderately Low","Tell the truth ","A bear","1",0
"1729",476,"Animal5",0.12971767783165,"Bear.2","Neutral","Neither low nor High","Tell the truth ","the image is a close-up of a brown bear who seems to be posed in front of a rock.","23",0
"1730",477,"Animal5",0.116348892450333,"Bear.2","Somewhat Positive","Neither low nor High","Tell the truth ","there is an American brown bear, you can see its face and upper back, it has a black nose and dark rings round its eyes. the background is rocky.","19",-0.0224632410281608
"1731",478,"Animal5",0.0405843146145344,"Bear.2","Neutral","Very Low","Lie","A Joyful looking horse, with a pink name tag saying 'fluffy' stood on a street in Dubia","0",-0.0310960109905478
"1732",479,"Animal5",0.0274753775447607,"Bear.2","Moderately Negative","Neither low nor High","Lie","There is a group of penguins residing around a fishing hole as well as one of the group diving out of the water with a fish in its mouth. Definitely located somewhere in the arctic due to the glacial surroundings. The water from the penguin resurfacing is glimmering in the suns rays.","1",-0.0163369312719974
"1733",480,"Animal5",0.0954901948571205,"Bear.2","Somewhat Negative","Somewhat High","Tell the truth ","there is a brown bear with dark cricles around the eyes and a black nose","15",-0.054542814338385
"1734",481,"Animal5",0.0807217508554459,"Bear.2","Somewhat Negative","Somewhat High","Tell the truth ","There is a bear looking into the camera. They have light brown fur, a black nose and brown eyes. It appears to be a young bear.","17",0.0372137531399104
"1735",482,"Animal5",0.106928020715714,"Bear.2","Neutral","Moderately Low","Tell the truth ","There is a brown bear with a black nose looking at the camera. It is a close up of the bears head and neck.","22",-0.0480798583552109
"1736",483,"Animal5",0.0887555778026581,"Bear.2","Neutral","Neither low nor High","Tell the truth ","There is a big brown bear. The bear has a black nose. The bear fills up the image but there seems to be rocks in the background. The bear is looking at something or someone.","12",-0.0243522024247836
"1737",484,"Animal5",0.0962887704372406,"Bear.2","Somewhat Positive","Somewhat Low","Tell the truth ","There is a light brown coloured bear with a big black nose and small piercing eyes. It’s ears are rounded and there appears to be rocks behind it","9",-0.0275065542474003
"1738",485,"Animal5",0.161508157849312,"Bear.2","Moderately Positive","Neither low nor High","Tell the truth ","a brown bear close up. the background is a rock wall. the bear has brown fur, brown eyes and a black muzzle.","7",-0.0433308885458266
"1739",486,"Animal5",0.12054405361414,"Bear.2","Somewhat Negative","Somewhat High","Tell the truth ","A brown bear looks at us with a sad facial expression. ","15",-0.0497960732239401
"1740",487,"Animal5",0.0610441565513611,"Bear.2","Somewhat Negative","Neither low nor High","Tell the truth ","there is a brown baear looking directly at the camera. It is close up and there is only a small section of grey rock visible behind it","19",-0.0354437491364619
"1741",401,"Scene7",0.0301957298070192,"Skydiving.1","Neutral","Neither low nor High","Lie","Some people exploring a cave, each wearing orrange hard hats and head torches. Water flowing through the bottom of the crevice.","20",-0.050182409074254
"1742",402,"Scene7",0.080263540148735,"Skydiving.1","Somewhat Positive","Somewhat Low","Lie","A group of people falling from the sky, only those with super (yet colourful) thrust powers will be saved.","20",0.0487075884208778
"1743",403,"Scene7",0.0492856651544571,"Skydiving.1","Very Positive","Moderately High","Lie","Scuba diving","12",0
"1744",404,"Scene7",0.0490673892199993,"Skydiving.1","Very Positive","Neither low nor High","Lie","Two men snowboarding","10",0
"1745",405,"Scene7",0.0836577117443085,"Skydiving.1","Moderately Positive","Very High","Tell the truth ","7 free fall parachutists trying to form up","23",0.060159350660977
"1746",406,"Scene7",0.0947568565607071,"Skydiving.1","Very Negative","Very High","Tell the truth ","sky dive team in free fall with smoke canisters","31",0.101694915254237
"1747",407,"Scene7",0.0265529751777649,"Skydiving.1","Somewhat Positive","Moderately High","Lie","This is a picture of a bathroom. There is a toilet, a bath on the right and a washbasin in the centre. They are all white. The bathroom has white tiles on the wall.","22",0.0144586302703701
"1748",408,"Scene7",0.0249969493597746,"Skydiving.1","Moderately Positive","Moderately High","Lie","There are cows in a field","0",0
"1749",409,"Scene7",0.100195877254009,"Skydiving.1","Neutral","Somewhat High","Tell the truth ","There are seven people skydiving. Two are spraying yellow paint and one is spraying green paint. Two of them are holding hands and one of that pair has a blue backpack on. They are skydiving over mountains ","27",-0.0191594913611222
"1750",410,"Scene7",0.0234237164258957,"Skydiving.1","Neutral","Somewhat Low","Lie","Chocolate raisins being sprinkled on a cake","25",0
"1751",411,"Scene7",0.0527821853756905,"Skydiving.1","Somewhat Negative","Somewhat Low","Lie","There are some people climbing a mountain. ","12",0
"1752",412,"Scene7",0.0418188683688641,"Skydiving.1","Neutral","Somewhat High","Lie","There are 10 clowns singing on the stage ","3",0
"1753",413,"Scene7",0.105350270867348,"Skydiving.1","Moderately Positive","Moderately High","Tell the truth ","7 sky divers over the mountains","15",0
"1754",414,"Scene7",0.118204116821289,"Skydiving.1","Moderately Positive","Moderately High","Tell the truth ","a group of people skydiving","18",0
"1755",415,"Scene7",0.158808797597885,"Skydiving.1","Neutral","Neither low nor High","Tell the truth ","This is a picture of 7 skydivers in the sky. There is mountains below. 2 of them have yellow smoke and one has green smoke. 2 are holding hands. They are dressed in black.","35",-0.0353697749196141
"1756",416,"Scene7",0.114180140197277,"Skydiving.1","Somewhat Positive","Moderately Low","Tell the truth ","People falling from the sky toward rocking mountains that form ridges. From the jumpers' backs, yellow and green smoke trails above them. Two of the jumpers are holding hands in front of them as they fall.","17",-0.0176693355142876
"1757",417,"Scene7",0.0180078744888306,"Skydiving.1","Moderately Positive","Somewhat High","Lie","A family are sat around watching the TV. A brown dog is sat with them, nestled between the two adults. Two children are sat either side of the adults, a girl and a boy. The couch they are sat on is red, with three cushions.","12",0
"1758",418,"Scene7",0.11167598515749,"Skydiving.1","Neutral","Very Low","Tell the truth ","Seven people are freefalling over a mountain range. Two of them are lower down and holding on to each other, one of these has a blue backpack. A yellow substance is coming from two of the people higher up, and the person in the middle (who is the highest) has a green substance.","1",-0.00993052619824361
"1759",419,"Scene7",0.144196838140488,"Skydiving.1","Moderately Positive","Neither low nor High","Tell the truth ","skydivers over a mountain range releasing yellow and green coloured powder/ chalk ","28",-0.0157860118395089
"1760",420,"Scene7",0.0379455834627151,"Skydiving.1","Very Positive","Somewhat Low","Lie","There are 6 people sat around a dinner table having a large meal","1",0.0393184796854522
"1761",421,"Scene7",0.125329181551933,"Skydiving.1","Moderately Positive","Moderately High","Tell the truth ","7 people are skydiving over mountains. 3 of them have paint (2 yellow, 1 green). 5 of them are individual, above the 2 below holding hands","26",-0.0116949565499878
"1762",422,"Scene7",0.152872145175934,"Skydiving.1","Somewhat Positive","Neither low nor High","Tell the truth ","There are people skydiving above some mountains. There are seven people in the image. Two of them who are near the bottom are holding on to each other. The ones above them are all in a line. Some of them have yellow and green flares with them.","35",-0.00832510488971438
"1763",423,"Scene7",0.139453887939453,"Skydiving.1","Neutral","Moderately Low","Tell the truth ","seven men sky diving with some coloured smoke coming off some of them","23",0
"1764",424,"Scene7",0.156388998031616,"Skydiving.1","Neutral","Somewhat High","Tell the truth ","This is a picture of 7 people skydiving in a textured terrain with a few of them having green or yellow smoke attached to them ","18",-0.0368623148656061
"1765",425,"Scene7",0.053284578025341,"Skydiving.1","Somewhat Positive","Somewhat High","Lie","The picture shows 7 people committing suicide. ","23",0
"1766",426,"Scene7",0.0880759358406067,"Skydiving.1","Somewhat Positive","Somewhat High","Tell the truth ","Skydivers are falling with some having bright coloured trails behind them ","20",0.0204802565991938
"1767",427,"Scene7",0.111110724508762,"Skydiving.1","Moderately Positive","Somewhat High","Tell the truth ","Three skydivers have colourful smoke from them. 7 skydivers total. They are over mountains ","23",0
"1768",428,"Scene7",0.0279821939766407,"Skydiving.1","Somewhat Positive","Moderately Low","Lie","Painting of The Last Supper with Jesus and his 12 disciples","25",0
"1769",429,"Scene7",0.0365645028650761,"Skydiving.1","Neutral","Neither low nor High","Tell the truth ","Photo of 7 sky divers above a mountain landscape. 5 of the skydivers are unattached, with 2 flowing yellow air and 1 with green. 2 of them are underneath the 5, holding the arms of one another to from a line with both their bodies. They skydivers all have black goggles on and all have black clothing on. one skydiver (one attached) has a blue parachute","23",-0.0257114723507386
"1770",430,"Scene7",0.0638092830777168,"Skydiving.1","Neutral","Somewhat High","Lie","seven people who jumped off the cliff to commit suicide. They all look scared and anxious","31",-0.034249442495186
"1771",431,"Scene7",0.153327524662018,"Skydiving.1","Moderately Positive","Somewhat High","Tell the truth ","7 skydivers over a mountain range, 2 are holding hands, 3 have coloured smoke; yellow and green,  and 2 are just falling.","20",-0.0441826215022091
"1772",432,"Scene7",0.107491314411163,"Skydiving.1","Somewhat Positive","Somewhat High","Lie","The whole of the Uk population skydiving all at once ","35",0.0491232858020059
"1773",433,"Scene7",0.0974882692098618,"Skydiving.1","Moderately Positive","Somewhat High","Tell the truth ","I can see 7 people who are parachuting. some of them have yellow smoke around them and and one has green. two are holding hands. they are looking over mountains","34",-0.0236375574523966
"1774",434,"Scene7",0.0563802123069763,"Skydiving.1","Somewhat Positive","Moderately Low","Lie","A red helicopter flies over the Grand canyon, the sun is reflecting off the canyon. and makes it seem deeper than it probably actually is.","26",0.0439082975206282
"1775",435,"Scene7",0.120516933500767,"Skydiving.1","Moderately Positive","Moderately High","Tell the truth ","There are seven skydivers falling above some mountains. The sky is clear and blue. Two skydivers are leaving a yellow trail and one skydiver is leaving a green trail. ","17",-0.00544452846494545
"1776",436,"Scene7",0.127106577157974,"Skydiving.1","Moderately Negative","Somewhat High","Tell the truth ","7 skydivers in a light blue sky and brown mountains at the bottom. 2 have yellow smoke coming out of them and another has a little bit of green smoke coming out.","20",0.000661070304302204
"1777",437,"Scene7",0.175236716866493,"Skydiving.1","Somewhat Positive","Somewhat Low","Tell the truth ","Seven individuals can be seen skydiving over a mountainous horizon. three of the divers have coloured smoke coming from behind them, two yellow and one green. Two of the divers can be seen at the bottom facing one another holding hands. ","31",-0.056269887050855
"1778",438,"Scene7",0.115140341222286,"Skydiving.1","Somewhat Positive","Neither low nor High","Tell the truth ","7 people are doing skydiving. Two of them carry yellow smoke and one carries green smoke.","29",-0.0282875905034518
"1779",439,"Scene7",0.0079989256337285,"Skydiving.1","Moderately Positive","Moderately High","Lie","A picture of a puppy golden retriever in a cardboard box with his head poking out.","31",0.0662934978004472
"1780",440,"Scene7",0.10889109224081,"Skydiving.1","Moderately Positive","Somewhat Low","Tell the truth ","There is a group of 7 people sky diving with yellow and green colour bombs that are falling in front of a mountain/hill landscape","34",-0.0202596194430327
"1781",441,"Scene7",0.0994966775178909,"Skydiving.1","Somewhat Positive","Neither low nor High","Tell the truth ","There are 7 people skydiving.","33",0
"1782",442,"Scene7",0.039571475237608,"Skydiving.1","Somewhat Negative","Somewhat Low","Tell the truth ","A group of seven skydivers are falling above a mountainous terrain. Three of the skydivers have coloured powder following behind them, fluorescent yellow is mostly seen as it follows two of them, whilst the third has green powder almost entirely out of frame. Alongside these three, are two more on a similar plane. Below them, the remaining two skydivers face each other, holding hands.","24",0.00785335221478824
"1783",443,"Scene7",0.104631744325161,"Skydiving.1","Somewhat Positive","Somewhat Low","Lie","A picture of two people skydiving while holding hands. The sky is clear and you can see the land beneath them. They are wearing red outfits.","13",0.0103496880308322
"1784",444,"Scene7",0.0548039153218269,"Skydiving.1","Somewhat Positive","Moderately High","Lie","There are two planes in this picture. Both of the planes are large and they are blue. They both have red wings.","29",0.0182944491592176
"1785",445,"Scene7",0.0240221284329891,"Skydiving.1","Neutral","Very Low","Lie","A chicken eating seeds","27",-0.134812528498702
"1786",446,"Scene7",0.0441881529986858,"Skydiving.1","Somewhat Positive","Neither low nor High","Lie","The image shows a group of men playing basketball. One of them is jumping, throwing the ball to the net. They are all wearing the same orange team uniform. The background is blurred but we can see the audience in their seats. ","35",0
"1787",447,"Scene7",0.0890479162335396,"Skydiving.1","Somewhat Positive","Somewhat High","Lie","There is a guy dressed in white, skydiving alone. He is smiling cheerfully while ""flying"" above a sea. ","3",0.027705741932558
"1788",448,"Scene7",0.121694505214691,"Skydiving.1","Somewhat Positive","Very High","Tell the truth ","group of men skydiving ","9",0
"1789",449,"Scene7",0.144190385937691,"Skydiving.1","Somewhat Positive","Neither low nor High","Lie","8 people skydiving, with green fields on the ground behind them.","11",-0.0695455269163409
"1790",450,"Scene7",0.145977050065994,"Skydiving.1","Somewhat Positive","Somewhat High","Tell the truth ","It is seven people sky diving, five are higher and two are lower and have joined hands, they are all wearing black skydiving suits. Two of them are holding yellow chalk flares and one holds a green chalk flare. They are skydiving over some mountains.","21",-0.00740990413499535
"1791",451,"Scene7",0.102000914514065,"Skydiving.1","Moderately Positive","Somewhat High","Tell the truth ","Seven people are skydiving. Two of them are holding hands.","33",0
"1792",452,"Scene7",0.102855958044529,"Skydiving.1","Moderately Positive","Moderately High","Tell the truth ","there are 7 people in the air. below there are mountains. 5 of the jumpers are at a higher altitude. one of the lower jumpers has a blue parachute. two of the higher altitude jumpers have yellow smoke being released and one has green smoke","27",0.0211724673906194
"1793",453,"Scene7",0.14066843688488,"Skydiving.1","Neutral","Neither low nor High","Tell the truth ","7 people skydiving with two of the seven people lower than the others and two yellow and one green flare coming from three of the higher skydivers ","26",0.00321842368759834
"1794",454,"Scene7",0.109395116567612,"Skydiving.1","Moderately Positive","Moderately High","Tell the truth ","This contains 7 skydivers with a background of mountains. Two of the skydivers have yellow smoke coming out of their backpacks.","23",0
"1795",455,"Scene7",0.0426762998104095,"Skydiving.1","Neutral","Neither low nor High","Lie","A cadre of dangerous criminals celebrate their escape from prison by going skiing. Two police offices stand in the background, looking annoyed.","25",-0.0803063998023227
"1796",456,"Scene7",0.10460614413023,"Skydiving.1","Neutral","Moderately High","Tell the truth ","There are 6 people skydiving above brown mountains/hills","35",0
"1797",457,"Scene7",0.153545007109642,"Skydiving.1","Very Positive","Moderately High","Tell the truth ","Seven freefalling parachuters, 5 at the top of the image 3 of which are releasing coloured smoke streams - 2 yellow 1 green.  2 parachuters hold hands and wave at the bottom of the image. Mountainous region in the background.","25",0.0236020550476213
"1798",458,"Scene7",0.0436615571379662,"Skydiving.1","Moderately Positive","Somewhat High","Lie","A group of dads who find every excuse to let one rip and draw attention to they’re bodily functions by string glowy powder","29",-0.00320215917018332
"1799",459,"Scene7",0.132975906133652,"Skydiving.1","Neutral","Neither low nor High","Tell the truth ","7 sky divers wearing black clothes, one with a blue backpack and 3 with green flares","16",-0.0242104104765049
"1800",460,"Scene7",0.147676184773445,"Skydiving.1","Moderately Positive","Moderately High","Tell the truth ","Here, we see 7 skydivers who seem to have jumped out of a plane. They are over barren mountains, using coloured fog to create a display in the sky.","3",0
"1801",461,"Scene7",0.127748340368271,"Skydiving.1","Very Positive","Moderately High","Tell the truth ","Seven people skydiving over many mountains/hills. Two men have yelow smoke coming off them and one has green","13",0.0337162837162837
"1802",462,"Scene7",0.149520128965378,"Skydiving.1","Neutral","Neither low nor High","Tell the truth ","7 skydivers freefalling over mountains with 2 of them leaving a yellow smoke trail and one leaving a green smoke trail","21",-0.0344450519409513
"1803",463,"Scene7",0.0657249689102173,"Skydiving.1","Somewhat Positive","Moderately Low","Lie","Flying pigs wearing capes and farting rainbow.","23",0
"1804",464,"Scene7",0.181172385811806,"Skydiving.1","Moderately Positive","Very High","Tell the truth ","This shows seven people sky diving. They are over some mountains which are brown, against a blue sky. There are two sky divers below the other five, and one of them has a blue rucksack. Of the five above, two of them have a yellow streak of smoke falling behind them and one has a green streak. They are all wearing black.","13",-0.0255821556450582
"1805",465,"Scene7",0.167010486125946,"Skydiving.1","Moderately Positive","Very High","Tell the truth ","There are seven skydivers, below them, there is a mountain range extended to the far horizon. Two of the skydivers are holding hands, while the rest have their arms stretched to the air. Coloured smoke is coming from three of the skydivers' shoe. Two skydivers have a yellow smoke coming out of their shoe and one with a cloud of green smoke.","13",-0.00825890126024716
"1806",466,"Scene7",0.0208086222410202,"Skydiving.1","Neutral","Neither low nor High","Lie","There is a man sat at the piano in a large concert hall. ","29",0.0580895008605852
"1807",467,"Scene7",0.0912335813045502,"Skydiving.1","Moderately Positive","Very High","Tell the truth ","skydivers into mountains","23",0
"1808",468,"Scene7",0.0451537221670151,"Skydiving.1","Somewhat Positive","Moderately High","Lie","There are many mountains in this photo. They are covered in snow, and the sky is blue.","2",0.0834136944101791
"1809",469,"Scene7",0.102915666997433,"Skydiving.1","Neutral","Neither low nor High","Tell the truth ","There are 7 sky divers with parachutes. 2 of them are touching hands. There is coloured smoke coming from some of them. ","2",0.103943331635494
"1810",470,"Scene7",0.085387296974659,"Skydiving.1","Somewhat Positive","Somewhat Low","Tell the truth ","A gorup of 7 men skidiving, two men letting off yellow smoke and a third green","6",-0.01128154046749
"1811",471,"Scene7",0.0371331311762333,"Skydiving.1","Moderately Positive","Moderately High","Lie","it is a picture of a house that has been blown up. ","21",0
"1812",472,"Scene7",0.124879881739616,"Skydiving.1","Moderately Positive","Moderately High","Tell the truth ","The image shows 7 people skydiving over a large canyon ","15",0.077463778510974
"1813",473,"Scene7",0.0853253155946732,"Skydiving.1","Moderately Positive","Neither low nor High","Tell the truth ","I see a party of skydivers falling over some mountains.","35",0
"1814",474,"Scene7",0.166732683777809,"Skydiving.1","Somewhat Positive","Neither low nor High","Tell the truth ","This is a picture of several people who are skydiving, There are all dressed in black, and 2 of them have yellow smoke coming from them, whilst one has green smoke. They appear to be above a massive mountainous area somewhere very hot as it all looks really dry. Two people are facing each other holding hands as they fall together","15",-0.00787352547145747
"1815",475,"Scene7",0.111661411821842,"Skydiving.1","Somewhat Positive","Very Low","Tell the truth ","A group of people sky diving","27",0
"1816",476,"Scene7",0.024794552475214,"Skydiving.1","Somewhat Positive","Very High","Lie","there is a woman in a shopping centre, she is holding shopping bags. She has long brown hair and is wearing a red top with white trousers. she has oval sunglasses on her head.","1",0.0300054280416563
"1817",477,"Scene7",0.107113420963287,"Skydiving.1","Moderately Positive","Somewhat High","Tell the truth ","there are seven people sky diving over mountains. two are holding hands. the others are watching them. there are three smoke bombs being set off, two yellow and one green","13",-0.0260863444197997
"1818",478,"Scene7",0.0233420301228762,"Skydiving.1","Somewhat Positive","Very Low","Lie","A Mormon wedding, it is dull and colourless everyone looks miserable. The bride appears to be checking out other women and ignoring the groom","7",-0.0978948494146875
"1819",479,"Scene7",0.154540836811066,"Skydiving.1","Moderately Positive","Moderately High","Tell the truth ","The image shows a group of skydivers possibly about to go into formation. The two at the bottom of the image are holding hands while the 5 above are all solo with 3 of them having smoke trails. The location of the dive is in some mountainous range taking during the day as the skies are very clear. There is a distinct blue backpack on one of the divers.","10",0.0224796174302684
"1820",480,"Scene7",0.135759592056274,"Skydiving.1","Somewhat Positive","Very High","Tell the truth ","There are 7 sky divers as the focal pint for the image. In the background you can see a blue sky and mountains or hills underneath. There are 2 skydivers below everyone else and they are holding hands. One is wearing blue and one is weaing black with some yellow on. Three of the skidivers also have smoke bombs. Two are yellow and one is green","10",-0.0210516125516574
"1821",481,"Scene7",0.110313020646572,"Skydiving.1","Somewhat Positive","Neither low nor High","Tell the truth ","There are seven people sky diving. Three of the people have coloured smoke coming out of them - one green, two yellow. There are five people higher than the other two people.","24",-0.00627982084235988
"1822",482,"Scene7",0.0328787676990032,"Skydiving.1","Very Positive","Somewhat High","Lie","There is a group photograph of a football team. They are wearing red football kits and there are two rows of people. The front row are kneeling and the back are standing up. The last person of the back row on the left is holding a football.","17",0
"1823",483,"Scene7",0.139247953891754,"Skydiving.1","Somewhat Positive","Neither low nor High","Tell the truth ","There are 7 people skydiving. One of them has green smoke coming from their feet and two of them have yellow smoke coming from their feet. 2 of them are holding hands. They are all lying on their stomachs. One has a blue backpack on. They all have helmets and goggles on. There are mountains below them. ","14",-0.0194817619398269
"1824",484,"Scene7",0.0210256595164537,"Skydiving.1","Somewhat Positive","Neither low nor High","Lie","There is a sandcastle not too far away from the sea- next to it is a bright neon link bucket and a yellow spade. The sandcastle has five shells of various shapes and sizes placed on top of it","13",0.0715170410432407
"1825",485,"Scene7",0.199052438139915,"Skydiving.1","Moderately Positive","Somewhat High","Tell the truth ","seven men skydiving above some mountains. all are wearing black skydiving suits, except one who is a wearing a blue one. three have colour bombs, two of which are yellow and one is green.","4",-0.0190655909601637
"1826",486,"Scene7",0.0909725800156593,"Skydiving.1","Somewhat Positive","Neither low nor High","Tell the truth ","People are parachuting above mountains, Two people hold each other's hands, the four others are just falling. ","20",-0.012449018305985
"1827",487,"Scene7",0.0147670423611999,"Skydiving.1","Somewhat Positive","Neither low nor High","Lie","There is a red pin cushion that looks like a tomato with green on the top. There are several needles and pins stick into it and it is sitting on a white table with a light blue wall in the background","27",0.0295364576137182
"1828",401,"Animal2",0.0529623478651047,"Dog.31","Somewhat Negative","Somewhat High","Lie","A happy dog","21",0.137643179175097
"1829",402,"Animal2",0.114955611526966,"Dog.31","Very Negative","Moderately High","Tell the truth ","A sad looking dog that has been put in a cage","23",-0.146122765262634
