"","no.","block","accuracy","image","description","verifications","Valence_mean","Arousal_mean","Order","SentimentScore"
"698",18,"Animal8",0.0943850576877594,"Bird.3","Oh baby ducks why ok is the thing with baby ducks having different colours a age thing or a gender thing I could see either but this one is darkening but I could see either","Yes",6.037037037,3.432692308,"23",0.0232980783203733
"699",19,"Animal8",0.0441740900278091,"Bird.3","Picture of a caracole with a man wearing a gambeson in it ","No",6.037037037,3.432692308,"0",0
"700",20,"Animal8",0.0898021832108498,"Bird.3","And the next image is of a duck leading her duckling","Yes",6.037037037,3.432692308,"24",0
"701",21,"Animal8",0.111400924623013,"Bird.3","This picture is of a mother duck and some duckling in the water","Yes",6.037037037,3.432692308,"12",0
"702",22,"Animal8",0.042005255818367,"Bird.3","It is a bird being held tightly in someone's hand.","No",6.037037037,3.432692308,"6",-0.0249074273948491
"703",23,"Animal8",0.109261699020863,"Bird.3","There some adorable little duck lings and moth duck there lots of little colours and there kinda going for a little swim","Yes",6.037037037,3.432692308,"31",-0.00194057766376627
"704",24,"Animal8",0.10466218739748,"Bird.3"," 8 ducklings and a mother duck","Yes",6.037037037,3.432692308,"25",0
"705",25,"Animal8",0.135869339108467,"Bird.3","A duck with lots of little ducklings some are yellow some are black or a blacky brown sort of colour in a water area  ","Yes",6.037037037,3.432692308,"24",-0.0191836677668169
"706",26,"Animal8",0.0692145302891731,"Bird.3","ducks","Yes",6.037037037,3.432692308,"6",0
"707",27,"Animal8",0.0666517838835716,"Bird.3","Picture of a geese of a goose","No",6.037037037,3.432692308,"8",0
"708",28,"Animal8",0.10918752849102,"Bird.3","That is a mother duck with her ducklings","Yes",6.037037037,3.432692308,"19",0
"709",29,"Animal8",0.0353226698935032,"Bird.3","Ahh how cute","Yes",6.037037037,3.432692308,"23",0.045741294859822
"710",30,"Animal8",0.105396255850792,"Bird.3","It's a little family of ducks in a pond","Yes",6.037037037,3.432692308,"20",-0.0733570352890034
"711",31,"Animal8",0.12253625690937,"Bird.3","this is a picture of a duck and some ducklings swimming","Yes",6.037037037,3.432692308,"3",0
"712",32,"Animal8",0.107006661593914,"Bird.3","Ok I'm looking  at a picture of some duckling and I think that's a mother duck or a father duck I don't know anyways a family scene of ducks","Yes",6.037037037,3.432692308,"33",0.0583941605839416
"713",33,"Animal8",0.123629555106163,"Bird.3","In this image I see duck with a bunch of ducklings or baby ducks to be more specifically 3  being yellow and 3 being the same complexion as what believes to be the  mother duck and there all in the water","Yes",6.037037037,3.432692308,"13",0.0445180087229601
"714",34,"Animal8",0.0966408476233482,"Bird.3","I see a duck swimming in the lake with 6 little duckling","Yes",6.037037037,3.432692308,"11",-0.0231916768969933
"715",35,"Animal8",0.0281437952071428,"Bird.3","I see a cow with a calf in a field","No",6.037037037,3.432692308,"11",-0.0185221935569227
"716",36,"Animal8",0.0195720791816711,"Bird.3","Hand","No",6.037037037,3.432692308,"29",0
"717",37,"Animal8",0.0233158301562071,"Bird.3","that is a picture of a white cats and a number of kittens there are five kittens they are laying on a purple rug","No",6.037037037,3.432692308,"13",0
"718",38,"Animal8",0.0999538600444794,"Bird.3","It's a mother duck and some ducklings","Yes",6.037037037,3.432692308,"25",0
"719",39,"Animal8",0.0928675904870033,"Bird.3","A duck and her ducklings","Yes",6.037037037,3.432692308,"31",0
"720",40,"Animal8",0.0819332003593445,"Bird.3","Ah the Lancaster ducks by the Greggs que","No",6.037037037,3.432692308,"18",0
"721",1,"Person3",0.0404138304293156,"Hangover.1","It's a snake holding a bottle","No",2.415841584,3.349514563,"18",0
"722",2,"Person3",0.0637188777327538,"Hangover.1","A man is asleep at his desk","Yes",2.415841584,3.349514563,"3",0
"723",3,"Person3",0.030867962166667,"Hangover.1","Erm here we see a man exhausted by work you can see that he's actually collapsed over his desk and next to him there's some sort of office phone or tablet erm and I'm guessing he been in or just come out of some office meeting  that has lasted for forever and he is nackered what he could really do with is s cup of coffee by the looks of it or waking up either his glasses are out of shot or he doesn't ware glasses and by the looks of it he's quite low level as his desk seems to be made out of some cheap plasticky stuff","No",2.415841584,3.349514563,"8",0.0091280693236638
"724",4,"Person3",0.0971580818295479,"Hangover.1","Er guy looking like he's falling asleep on his desk also looking like he's holding a bottle of what is probably alcohol there's a draw to the desk right on the bottom of the image er guys got glasses and there's er what looks like a glass I can just about see under his arms","Yes",2.415841584,3.349514563,"32",0.0403306177072884
"725",5,"Person3",0.0457465499639511,"Hangover.1","That is a picture of some friends out partyin- for the night","No",2.415841584,3.349514563,"14",0
"726",6,"Person3",0.0856573209166527,"Hangover.1","It's a man who is asleep he appears to have drunk something from a glass bottle he's resting his head on table I think he's blond","No",2.415841584,3.349514563,"33",-0.0634965429659941
"727",7,"Person3",0.0371838696300983,"Hangover.1","The picture is of a little baby in a blanket sleeping","No",2.415841584,3.349514563,"30",-0.0357291390978865
"728",8,"Person3",0.0977673977613449,"Hangover.1","Drunk guy  passed out on a desk bottle in his hand","Yes",2.415841584,3.349514563,"31",-0.201322175397951
"729",9,"Person3",0.0781540498137474,"Hangover.1","It's a man laying down with an empty bottle","Yes",2.415841584,3.349514563,"0",-0.0217514658596558
"730",10,"Person3",0.0965985134243965,"Hangover.1","picture of a drunk man with a bottle in his hand seems asleep on a desk with a draw","Yes",2.415841584,3.349514563,"0",-0.414110429447853
"731",11,"Person3",0.106823161244392,"Hangover.1","A man asleep on a table with a bottle of I assume alcohol","Yes",2.415841584,3.349514563,"28",0
"732",12,"Person3",0.0438553430140018,"Hangover.1","Erm this is just like a very busy street very lit up it might be a big city like London or Tokyo or new York or something  and its raining a lot of people have hoods up erm but there's 3 umbrellas there's a red one a blue one and a green one erm There's a few shopping bags and a few people with cups of  a hot drink or something erm and then there's  a couple of cars but there like a blur so I can't really see what types of cars they are maybe taxis","No",2.415841584,3.349514563,"34",0.00460463463963947
"733",13,"Person3",0.0875779390335083,"Hangover.1","Someone lying on a table with an empty bottle","Yes",2.415841584,3.349514563,"11",-0.0477453580901857
"734",14,"Person3",0.0783002376556396,"Hangover.1","It's a young woman hunched over a desk clutching what appear to be an empty bottle of alcohol","No",2.415841584,3.349514563,"3",0
"735",15,"Person3",0.101071439683437,"Hangover.1","This picture shows a man sleep on a  table and he's holding a bottle","Yes",2.415841584,3.349514563,"6",0
"736",16,"Person3",0.0821166038513184,"Hangover.1","This is a photo of a man on a desk and he has probably a bottle of alcohol in his hands and he looks a bit past out","Yes",2.415841584,3.349514563,"33",-0.0379306711621536
"737",17,"Person3",0.0794138833880424,"Hangover.1","A man who is seemingly become unconscious after consuming alcohol","Yes",2.415841584,3.349514563,"29",0
"738",18,"Person3",0.0637245327234268,"Hangover.1","Alcoholism is not pretty like ever","Yes",2.415841584,3.349514563,"15",-0.0116490391601866
"739",19,"Person3",0.0563189312815666,"Hangover.1","woman holding an empty bottle","No",2.415841584,3.349514563,"27",-0.0366748166259169
"740",20,"Person3",0.0718549937009811,"Hangover.1","Laughs next is  gentleman who has drunk far to much alcohol for his own good and has seemingly passed out on the desk","Yes",2.415841584,3.349514563,"4",0.0765661252900232
"741",21,"Person3",0.0982008650898933,"Hangover.1","This is a picture of a man lying face down on the table holding onto what looks like an alcohol bottle","Yes",2.415841584,3.349514563,"33",-0.0463247459229497
"742",22,"Person3",0.0297599565237761,"Hangover.1","There is a snake curled up on the ground","No",2.415841584,3.349514563,"13",0
"743",23,"Person3",0.0578897744417191,"Hangover.1","Its an alcoholic its very drunk","Yes",2.415841584,3.349514563,"7",-0.0558886367164687
"744",24,"Person3",0.0820868089795113,"Hangover.1"," Someone holding a bottle with head down on the table looks like he might be drunk","Yes",2.415841584,3.349514563,"31",-0.100072692028108
"745",25,"Person3",0.0948306173086166,"Hangover.1","A man who was  lying with his head on the desk. He looks drunk or upset he's holding a clear bottle maybe he's an  alcoholic","Yes",2.415841584,3.349514563,"27",-0.0352076726073345
"746",26,"Person3",0.0532695613801479,"Hangover.1"," alcoholic drunk maybe","Yes",2.415841584,3.349514563,"12",-0.107913669064748
"747",27,"Person3",0.0800679549574852,"Hangover.1","A picture of a man with an empty bottle of alcohol","Yes",2.415841584,3.349514563,"13",-0.0290356031800899
"748",28,"Person3",0.076022706925869,"Hangover.1","That is a man with his head on a desk holding some alcohol","Yes",2.415841584,3.349514563,"34",0
"749",29,"Person3",0.0263989139348269,"Hangover.1","Hmm looks like something somebody would wear really","No",2.415841584,3.349514563,"27",0.0182965179439288
"750",30,"Person3",0.0388084053993225,"Hangover.1"," it's a  teacher sitting at a desk with one of those like pull out draws at the bottom","No",2.415841584,3.349514563,"19",0
"751",31,"Person3",0.0676531195640564,"Hangover.1"," this is a man leaning over a cupboard not a cupboard a stand and he's I think he's drunk","Yes",2.415841584,3.349514563,"4",-0.274181264280274
"752",32,"Person3",0.086263008415699,"Hangover.1","I'm seeing a guy that's passed out on his desk and there's a bottle next to him so I think its trying to show us he's had too much to drink","Yes",2.415841584,3.349514563,"9",0.0116788321167883
"753",33,"Person3",0.0366879068315029,"Hangover.1","Here I see a fruit ball there are  two bananas one apple lots of grapes I'm not going to count them a plume and its on a marble counter looks to be in a kitchen and yeah","No",2.415841584,3.349514563,"12",0
"754",34,"Person3",0.0568347051739693,"Hangover.1","I see a guy whose probably hanged over and whose got a vodka bottle or something in his hand and yeah he's not doing well","Yes",2.415841584,3.349514563,"21",0
"755",35,"Person3",0.0291043557226658,"Hangover.1","I see 2 people having a cup of coffee or tea in what seems to be a coffee shop","No",2.415841584,3.349514563,"19",0
"756",36,"Person3",0.0489274151623249,"Hangover.1","This is men sleeping","Yes",2.415841584,3.349514563,"20",0
"757",37,"Person3",0.0769622921943665,"Hangover.1","there is a man who is holding some empty bottle of alcohol and appears to have passed out","Yes",2.415841584,3.349514563,"11",-0.0203792123946585
"758",38,"Person3",0.0237457994371653,"Hangover.1","It's a sunset out at sea","No",2.415841584,3.349514563,"28",0
"759",39,"Person3",0.0607558079063892,"Hangover.1","A man drunk","Yes",2.415841584,3.349514563,"23",-0.666666666666667
"760",40,"Person3",0.0380248986184597,"Hangover.1","Erm a bar but this time its kinda a coffee bar mixed between previous beer picture and then coffee so like a coffee barista place","No",2.415841584,3.349514563,"29",-0.0131634207342681
"761",1,"Animal5",0.0425663217902184,"Bear.2","It's a panda eating bamboo","No",4.416666667,3.778846154,"19",0
"762",2,"Animal5",0.0908277109265327,"Bear.2","A close up of a bears face also in black and white","No",4.416666667,3.778846154,"24",-0.0483091787439614
"763",3,"Animal5",0.0267213881015778,"Bear.2","Here we can see a walrus it got sort of greyish skin and where walruses go not shaggy but a bit of folded skin erm you can see that its missing 1 of its tusk looks a bit scarred as well I'm guessing its an old walrus there kind of a slightly sad look in its eyes and it does kind of look like its in its own you can see the sea in the background not a particularly nice looking day and yeah it erm its on a rock with the sea in the background and the sea also in the foreground  but then the rock takes up most of the middle bit erm you've got the sea down towards the right bottom hand side erm in the foreground just gently lapping where the waves get a little more fearsome in the top left and you can also see a fishing trawler in the background which might account for the sad look in the walruses eyes","No",4.416666667,3.778846154,"11",0.0329038773414282
"764",4,"Animal5",0.0872480273246765,"Bear.2","Er it's a bear looking at the camera er looks like some rocks behind it er yeah","Yes",4.416666667,3.778846154,"2",-0.0564628647902038
"765",5,"Animal5",0.0563275776803493,"Bear.2","That one appears to be a bear","Yes",4.416666667,3.778846154,"4",0
"766",6,"Animal5",0.108143389225006,"Bear.2","It's a brown bear looking at the  camera quite rocky terrain behind it the bear has quite a neutral expression","Yes",4.416666667,3.778846154,"25",-0.0507972343727953
"767",7,"Animal5",0.0803120136260986,"Bear.2","the picture is of a brown bear","Yes",4.416666667,3.778846154,"6",0
"768",8,"Animal5",0.046937383711338,"Bear.2","It's a wolf his head turned up towards the sky","No",4.416666667,3.778846154,"33",0
"769",9,"Animal5",0.0906863957643509,"Bear.2","It's a bear also not looking very happy sad bear","Yes",4.416666667,3.778846154,"4",0.04255721581237
"770",10,"Animal5",0.0700998976826668,"Bear.2","It's a picture of a bear","Yes",4.416666667,3.778846154,"22",0
"771",11,"Animal5",0.0732189491391182,"Bear.2","It's a picture of a bear","Yes",4.416666667,3.778846154,"12",0
"772",12,"Animal5",0.0260623544454575,"Bear.2","I think it's some sort of bird its got quite colourful feathers on its  wings erm its just sat in a field","No",4.416666667,3.778846154,"2",0
"773",13,"Animal5",0.048071563243866,"Bear.2","It's a lion","No",4.416666667,3.778846154,"20",0
"774",14,"Animal5",0.0889235287904739,"Bear.2","It's a brown bear","Yes",4.416666667,3.778846154,"12",0
"775",15,"Animal5",0.0953165665268898,"Bear.2","This picture shows a bear its close up of its face and he's looking up at the person taking the photo","Yes",4.416666667,3.778846154,"23",0
"776",16,"Animal5",0.107685603201389,"Bear.2","This is a photo of a bear and its brown and its nose is black","Yes",4.416666667,3.778846154,"32",-0.0252871141081024
"777",17,"Animal5",0.0763056352734566,"Bear.2","A sorrowful bear","Yes",4.416666667,3.778846154,"7",0
"778",18,"Animal5",0.0790907517075539,"Bear.2","This isn't a cat, it's a bear , bears are just as good um bears aren't as good as cats there pretty good","Yes",4.416666667,3.778846154,"5",0.0547504840528772
"779",19,"Animal5",0.0508519187569618,"Bear.2","A polar bear cub ","No",4.416666667,3.778846154,"34",-0.0305623471882641
"780",20,"Animal5",0.0692345425486565,"Bear.2","This images is of just a black bear","No",4.416666667,3.778846154,"20",-0.0696055684454756
"781",21,"Animal5",0.0911772102117538,"Bear.2","This picture is of a brown bear","Yes",4.416666667,3.778846154,"11",0
"782",22,"Animal5",0.067808173596859,"Bear.2","The picture is of a salmon leaping out the water. It is near a bear and it looks like it is on the edge of a waterfall.","No",4.416666667,3.778846154,"34",0.0139481593411155
"783",23,"Animal5",0.0843632593750954,"Bear.2","It's the cutest little bear you ever did see by which I mean a big old grizzly","Yes",4.416666667,3.778846154,"27",-0.0124196970481041
"784",24,"Animal5",0.0722650587558746,"Bear.2","A bear","Yes",4.416666667,3.778846154,"33",0
"785",25,"Animal5",0.08302191644907,"Bear.2","a bear  looks like it's staring off into the distance in the wild","Yes",4.416666667,3.778846154,"4",0.016249695049539
"786",26,"Animal5",0.0754920542240143,"Bear.2","grizzly bear","Yes",4.416666667,3.778846154,"33",0
"787",27,"Animal5",0.0955090746283531,"Bear.2","This is a picture of a slightly mournful looking bear","Yes",4.416666667,3.778846154,"21",-0.0483926719668164
"788",28,"Animal5",0.0542102679610252,"Bear.2","This is a panda","No",4.416666667,3.778846154,"2",0
"789",29,"Animal5",0.0701609328389168,"Bear.2","That is a weird looking bear is that not weird that is such a weird looking bear","No",4.416666667,3.778846154,"1",-0.0171529855724332
"790",30,"Animal5",0.0962604060769081,"Bear.2","It's a picture of a bear staring at a camera a brown bear","Yes",4.416666667,3.778846154,"26",0
"791",31,"Animal5",0.077966146171093,"Bear.2","This is a picture of a bear","Yes",4.416666667,3.778846154,"12",0
"792",32,"Animal5",0.0560108423233032,"Bear.2","I'm seeing  a big picture of a lion with a moody look on his face","No",4.416666667,3.778846154,"10",0
"793",33,"Animal5",0.0891818478703499,"Bear.2","Here  I see a picture of an animal specifically a  a bear not sure if its actually a  grizzly bear but it's some sort of  animal it looks to be in a Wilderness I imagine that is  more of a rock formation in the background but it's unclear in the image it looks to be giving a I dunno a expression but it's not very a very uncaring expression","Yes",4.416666667,3.778846154,"3",0.0115575599569223
"794",34,"Animal5",0.0946097522974014,"Bear.2","Here we can see a brown grizzly bear I think he doesn't look very happy he's probably in captive in a zoo","Yes",4.416666667,3.778846154,"34",0.0742133660703785
"795",35,"Animal5",0.0815480798482895,"Bear.2","It's a bear a sad looking bear","Yes",4.416666667,3.778846154,"16",-0.06945822583846
"796",36,"Animal5",0.0666841194033623,"Bear.2","This is a bear","Yes",4.416666667,3.778846154,"4",0
"797",37,"Animal5",0.0432272292673588,"Bear.2","this is a picture of towny owl  it appears to have some kind of possible attached to its foot like to do in Harry Potter","No",4.416666667,3.778846154,"15",0.0611376371839756
"798",38,"Animal5",0.0690224468708038,"Bear.2","It's a bear","Yes",4.416666667,3.778846154,"3",0
"799",39,"Animal5",0.0743226408958435,"Bear.2"," A bear","Yes",4.416666667,3.778846154,"33",0
"800",40,"Animal5",0.036476444453001,"Bear.2","A polar beer in the icebergs properly in the Atlantic white fluffy blue skies","No",4.416666667,3.778846154,"30",-0.00895112609930234
"801",1,"Scene7",0.0851877108216286,"Skydiving.1","Its some sky divers they've got like smoke coming out of their feet","Yes",5.231481481,4.682692308,"20",0
"802",2,"Scene7",0.0704987347126007,"Skydiving.1","2 parachutists are in freefall","No",5.231481481,4.682692308,"1",0
"803",3,"Scene7",0.0273028016090393,"Skydiving.1","Here we can see some parachutist who haven't actually deployed there parachutes yet 3 of them have got smoke trailing from them erm there's 2 with yellow and 1 with green the 1 with green is in the middle there are several parachutes 1 2 34 5 6 7 7 parachutists blue skies and they appear to be other some sort of mountain range as its all foldy as mountain ranges from the sky tend to look um I'd would suggest that they should potentially be opening their shoots soonish as the ground doesn't look that far away thought that could be an optical illusion although that could just be an optical illusion, you can almost see a foot path though going across 1 of the mountain ridges  may have to find out where that is and go for a walk up that path if it has that so of weather the views must be astonishing you can see a very craggy bit over towards the right yeah that looks nice they're all wearing black um black kit black sort of jumpsuit things except 1 of them has got a blue parachute bag thing  and is holding hands with their instructor","Yes",5.231481481,4.682692308,"16",0.010051743005225
"804",4,"Scene7",0.102791957557201,"Skydiving.1","Er parachuting people some smoke coming from some of them , couple of yellow looking smoke coming from some of them the one in the middle has green looking smoke, 7 of them a bit hilly terrain","Yes",5.231481481,4.682692308,"6",-0.00941047746503396
"805",5,"Scene7",0.0449379123747349,"Skydiving.1","this is a picture of some people who are racin- in what appears to be an Olympic sprint","No",5.231481481,4.682692308,"17",0
"806",6,"Scene7",0.0717171654105186,"Skydiving.1","There's a group of parachutes there parachuting over quite a nice forest the sky is a very nice clear blue for it","No",5.231481481,4.682692308,"20",0.0469874417948356
"807",7,"Scene7",0.0492995567619801,"Skydiving.1","The picture is of a hot air balloon with lots of multi-coloured squares and patches in the sky","No",5.231481481,4.682692308,"2",0.0476388521305153
"808",8,"Scene7",0.109989434480667,"Skydiving.1","Skydiving team some of the guys have got blue smoke coming from their ankles","No",5.231481481,4.682692308,"35",0
"809",9,"Scene7",0.0767878666520119,"Skydiving.1","There's some people sky diving there's lots of colour not quite sure how they managed to pull that off they are doing that other lots of green fields","No",5.231481481,4.682692308,"11",0.00993001702288632
"810",10,"Scene7",0.0377153791487217,"Skydiving.1","It's a picture of mountains","No",5.231481481,4.682692308,"27",0
"811",11,"Scene7",0.0858995318412781,"Skydiving.1","people parachuting 2 of them have yellow coming off them and 1 of them has green coming out of them  ","Yes",5.231481481,4.682692308,"2",-0.0280117074572193
"812",12,"Scene7",0.115495018661022,"Skydiving.1","Er its of 5 people skydiving  through the sky 2 people underneath them also skydiving the first person on the left got like a yellow flare the second person doesn't have anything the 3rd person has like a green flare 4th person got a yellow flare 5th doesn't have anything the 2 underneath like holding hands","Yes",5.231481481,4.682692308,"7",0.0011435976834901
"813",13,"Scene7",0.073780931532383,"Skydiving.1","Um its people falling from the sky with colours coming out of them and hills  in the background different coloured parachutes  ","Yes",5.231481481,4.682692308,"16",0
"814",14,"Scene7",0.0807095915079117,"Skydiving.1","It's a group of sky divers releasing cans of paint the colours of the paint are yellow and blue","No",5.231481481,4.682692308,"15",0
"815",15,"Scene7",0.0971193835139275,"Skydiving.1","The next picture is a group of skydivers and there releasing powder as they fall","Yes",5.231481481,4.682692308,"10",0
"816",16,"Scene7",0.104732885956764,"Skydiving.1","This is a photo of 7 people parachuting and they have 3 of them have colours coming off of there I don't know bodies I assume this looks fun","Yes",5.231481481,4.682692308,"30",0.0455168053945843
"817",17,"Scene7",0.0277016516774893,"Skydiving.1","An empty class room with desk set to one side","No",5.231481481,4.682692308,"14",-0.0308744073216452
"818",18,"Scene7",0.0528414472937584,"Skydiving.1","You see like extreme skying is not a thing for me  I like I do like skiing but I like not jumps but skie jumping no I just can't get the bad cases out of my head","No",5.231481481,4.682692308,"18",-0.0384418292286159
"819",19,"Scene7",0.107460401952267,"Skydiving.1","Group of skydivers 2 of which have yellow flare one of which has a red flare  ","No",5.231481481,4.682692308,"22",0
"820",20,"Scene7",0.0887427628040314,"Skydiving.1","Next we have a group of (humming ) 9 people parachuting with the backdrop of some mountains","No",5.231481481,4.682692308,"33",0
"821",21,"Scene7",0.110364995896816,"Skydiving.1","This is of skydivers there's 2 at the bottom holding hands and there in free fall and the ones on the far left and second from the right have yellow smoke coming out of them and the one in the centre at the top has green smoke coming out of him","Yes",5.231481481,4.682692308,"32",0.0404159773103285
"822",22,"Scene7",0.104557916522026,"Skydiving.1","The picture is of skydivers some of them have dyes coming out the top of their figure against the sky. It is over a set of mountains","Yes",5.231481481,4.682692308,"11",0.0697407967055776
"823",23,"Scene7",0.113820880651474,"Skydiving.1","Are some colourful skydivers shooting out some powered over quite a very large mountain range","Yes",5.231481481,4.682692308,"26",0.0345977274911473
"824",24,"Scene7",0.106649540364742,"Skydiving.1"," Skydivers releasing paint over mountains","Yes",5.231481481,4.682692308,"15",0
"825",25,"Scene7",0.109276749193668,"Skydiving.1","a few people skydiving above mountains erm with different coloured powder spraying out of there backs we've got  Yellow powder green powder and their all skydiving down together","Yes",5.231481481,4.682692308,"25",-0.0150460139347583
"826",26,"Scene7",0.0748023837804794,"Skydiving.1","skydivers","Yes",5.231481481,4.682692308,"0",0
"827",27,"Scene7",0.115272834897041,"Skydiving.1","This is a picture of a number of men skydiving leaving trails of green and blue smoke","No",5.231481481,4.682692308,"29",-0.0290356031800899
"828",28,"Scene7",0.0859312936663628,"Skydiving.1","That is some people skydiving","Yes",5.231481481,4.682692308,"20",0
"829",29,"Scene7",0.0391171462833881,"Skydiving.1","Cool that is so cool","Yes",5.231481481,4.682692308,"24",0.0320189064018754
"830",30,"Scene7",0.0748411789536476,"Skydiving.1","There's parachuters like dropping from the sky 3 of them have like coloured dust coming from them","Yes",5.231481481,4.682692308,"35",0
"831",31,"Scene7",0.0855003744363785,"Skydiving.1","It's a picture of some sky divers and theirs like some yellow mist , paint coming out of some of them","Yes",5.231481481,4.682692308,"32",0
"832",32,"Scene7",0.0344877578318119,"Skydiving.1","Ok I'm seeing 7 knights galloping through the country side on horses","No",5.231481481,4.682692308,"3",0.0583941605839416
"833",33,"Scene7",0.109695568680763,"Skydiving.1","Here I see a group of skydivers with certain colours coming from their feet 2 having yellow like paint sort of thing paint coming out of there legs whilst the middle person has a green coming out of their foot the paint type and in total there's a five individual skydivers and then 2 at the front who are holding their hands together","Yes",5.231481481,4.682692308,"8",0.000635971553185144
"834",34,"Scene7",0.0925435498356819,"Skydiving.1","I see people who are skydiving and have weird form coming out of them","Yes",5.231481481,4.682692308,"18",-0.0618444717253154
"835",35,"Scene7",0.0841505080461502,"Skydiving.1","I see 7 guys skydiving","Yes",5.231481481,4.682692308,"34",0
"836",36,"Scene7",0.0340295508503914,"Skydiving.1","This is a cyclical lane","No",5.231481481,4.682692308,"5",0
"837",37,"Scene7",0.0704848542809486,"Skydiving.1","they're are six people they are parachuting by the looks of it they have various Trail of smoke coming off them in yellow and green","Yes",5.231481481,4.682692308,"28",-0.013586141596439
"838",38,"Scene7",0.0224727671593428,"Skydiving.1","It's a woman on a computer","No",5.231481481,4.682692308,"23",0
"839",39,"Scene7",0.115801498293877,"Skydiving.1","Skydivers with purple smoke","No",5.231481481,4.682692308,"17",0
"840",40,"Scene7",0.0953826606273651,"Skydiving.1"," people skydiving there all  women and its over like the Australian sea","No",5.231481481,4.682692308,"1",0
"841",1,"Person6",0.0259501170367002,"Rock.climbing.2","It's a tennis player whose hitting the ball no","Yes",4.676470588,4.643564356,"21",0
"842",2,"Person6",0.0222112741321325,"Rock.climbing.2","It's a chess board mid game","No",4.676470588,4.643564356,"5",-0.115942028985507
"843",3,"Person6",0.0284735914319754,"Rock.climbing.2","Erm here I can see a picture that looks like a er some form of climber he's side ways and appears to be attached to the rock using some form of chain he's sort of climbing up and undercut of what looks to be some type of chalky cliff by the white colour or though down by the bottom of the picture its starts to go a little bit grey some plants erm, while he is attached by a chain he doesn't appear to be hanging off the chain he appears to be hanging off by hand and foot which is quite of impressive really he's got greenish safety harness and some red rope","Yes",4.676470588,4.643564356,"5",0.031567906411004
"844",4,"Person6",0.0503043159842491,"Rock.climbing.2","Er somebody climbing a tree er big tree quite a few branches again clear day","No",4.676470588,4.643564356,"29",-0.00470523873251698
"845",5,"Person6",0.0728379040956497,"Rock.climbing.2","This is a picture of somebody climbing over a very step overhang","Yes",4.676470588,4.643564356,"18",0.0816326530612245
"846",6,"Person6",0.065761886537075,"Rock.climbing.2","Its er someone scaling a mountain the someone is female the weather looks alright although you can't see the sky","No",4.676470588,4.643564356,"7",0
"847",7,"Person6",0.0817883908748627,"Rock.climbing.2","The picture is of a boulderer nope a climber in a very precarious position","Yes",4.676470588,4.643564356,"28",0.0381110817044123
"848",8,"Person6",0.0518165342509747,"Rock.climbing.2","outdoor scenery scene, mountains guy standing on them","No",4.676470588,4.643564356,"15",0
"849",9,"Person6",0.0882339552044868,"Rock.climbing.2","It's a man climbing a rock face with some neon rope","Yes",4.676470588,4.643564356,"28",0
"850",10,"Person6",0.083546444773674,"Rock.climbing.2","Picture of a rock climber","Yes",4.676470588,4.643564356,"14",0
"851",11,"Person6",0.0882779955863953,"Rock.climbing.2","Er a child little girl rock climbing","No",4.676470588,4.643564356,"17",-0.0525219514822862
"852",12,"Person6",0.0218028444796801,"Rock.climbing.2","This one is of a  scuba diver underwater looking front on at  the camera with some goggles on and a mouth piece in his mouth theirs some tropical fish swimming in front of him one of them looks like a  yellowy kind of  fish  with black flat erm and you can see theirs like swimming fins like swimming flipflops in the background","No",4.676470588,4.643564356,"19",0.0217918891909502
"853",13,"Person6",0.0748285055160522,"Rock.climbing.2","Erm it's a man rock climbing","Yes",4.676470588,4.643564356,"34",0
"854",14,"Person6",0.0781075730919838,"Rock.climbing.2","It's a man appearing to be rock climbing","Yes",4.676470588,4.643564356,"24",0
"855",15,"Person6",0.0909678563475609,"Rock.climbing.2","This picture shows a rock climber hanging onto a wall and he's in the wild not an official climbing area","Yes",4.676470588,4.643564356,"22",0.0287769784172662
"856",16,"Person6",0.103308722376823,"Rock.climbing.2"," this is a photo of a man rock climbing  looks a bit dangerous and I personally wouldn't do it but he is wearing a black shirt and black pants with green on It and he looks muscular","Yes",4.676470588,4.643564356,"20",-0.0343904751870193
"857",17,"Person6",0.0790308192372322,"Rock.climbing.2","Someone climbing the underside of a rocky outcrop","Yes",4.676470588,4.643564356,"19",0
"858",18,"Person6",0.0716448426246643,"Rock.climbing.2","Rock climbing never been one for rock climbing don't have the grip strength for it","Yes",4.676470588,4.643564356,"2",0
"859",19,"Person6",0.0828393846750259,"Rock.climbing.2","A rock climber","Yes",4.676470588,4.643564356,"33",0
"860",20,"Person6",0.0619480237364769,"Rock.climbing.2","this one is off  a man rock climbing","Yes",4.676470588,4.643564356,"16",0
"861",21,"Person6",0.0779575258493423,"Rock.climbing.2","This picture is of a mountain climber holding on with one hand and his legs","Yes",4.676470588,4.643564356,"25",0
"862",22,"Person6",0.0182812884449959,"Rock.climbing.2","I can see 6 soldiers they are pointing guns in various directions. There's a sandy track underneath them and a burnt up car in the background; it looks like a warzone. They have all got camouflage and matching uniforms on.","No",4.676470588,4.643564356,"24",0
"863",23,"Person6",0.108261361718178,"Rock.climbing.2","Aa rock climber who appears to be spider man because there is no way he is actually holding on to that mountain","Yes",4.676470588,4.643564356,"33",0
"864",24,"Person6",0.0762486234307289,"Rock.climbing.2"," Rock climber","Yes",4.676470588,4.643564356,"7",0
"865",25,"Person6",0.0974227041006088,"Rock.climbing.2","A man climbing on a rocky Cliff hanging by his arm","Yes",4.676470588,4.643564356,"6",0
